,noun_phrase,entity,entity_type
6996,He,Senators Elizabeth Warren,PERSON
6997,Robert C. O’Brien,Buzz Aldrin,PERSON
6998,Hill,Biden,PERSON
6999,The candidates,U.S. Sen. Michael Bennet,PERSON
7000,the cut,Massachusetts U.S. Rep. Seth Moulton,PERSON
7001,she,Ms. Warren,PERSON
7002,the office,Ms. Conway,PERSON
7003,who,Russia,GPE
7004,Co,Alexis Simendinger,PERSON
7005,who,President Trump,PERSON
7006,he,MSNBC’s Craig Melvin,PERSON
7007,Cummings,acting Homeland Security Secretary Kevin McAleenan,PERSON
7008,he,economists Christopher Waller,PERSON
7009,he,President Andrzej Duda,PERSON
7010,that,Obama,PERSON
7011,black voters,Biden,PERSON
7012,then-Senator and Democrat presidential nominee,Senator Biden,PERSON
7013,former Vice President Biden,President Trump,PERSON
7014,Judge Jeanine Pirro,Biden,PERSON
7015,Fox News host Judge Jeanine Pirro,former Vice President Joe Biden,PERSON
7016,The Reckoning Crew,Hillary Clinton,PERSON
7017,she,South Carolina,GPE
7018,She,Warren,GPE
7019,some,"""Tim Ryan",PERSON
7020,who,Obama,PERSON
7021,who,Donald Trump,PERSON
7022,a reporter,Senator Kirsten Gillibrand,PERSON
7023,They,Senator Harris,PERSON
7024,I,Elizabeth Warren,PERSON
7025,who,Ms. Harris,PERSON
7026,We,Kamala,PERSON
7027,The candidates,Warren,GPE
7028,Xaxnar,Dollars,GPE
7029,Warren,Rosen,PERSON
7030,which,Nevada,GPE
7031,who,Biden,PERSON
7032,Biden,student activist K.C. Cayo,PERSON
7033,Cayo,Biden,PERSON
7034,that,Cayo,PERSON
7035,She,Sen. Cory Booker,PERSON
7036,she,Sen. Elizabeth Warren,PERSON
7037,she,former U.S. Rep. Beto O’Rourke,PERSON
7038,Trump,Broward County,GPE
7039,Harris’ followers,Emhoff,PERSON
7040,The next most Trump-tweeting Democratic candidate,Vermont Sen. Bernie Sanders,PERSON
7041,the time,Osama Bin Laden,PERSON
7042,Qualifying,"
Sen. Michael Bennet",PERSON
7043,Gohmert,Bill,PERSON
7044,she,the US,GPE
7045,The guest list,Arne Duncan,PERSON
7046,I,Warren,PERSON
7047,I,Warren,PERSON
7048,Warren,Biden,PERSON
7049,Many voters,Clinton,PERSON
7050,I,Warren,PERSON
7051,she,Massachusetts,GPE
7052,Democrats,Warren,GPE
7053,the University of Texas,Warren,GPE
7054,former Vice President Joe Biden,President Trump,PERSON
7055,who,Biden,PERSON
7056,he,immigration hardliner Ken Cuccinelli,PERSON
7057,he,Mexico,GPE
7058,who,the more liberal Sen. Bernie Sanders,PERSON
7059,Those candidates,California Sen. Kamala Harris,PERSON
7060,Moulton,Hugh Hewitt,PERSON
7061,that,America,GPE
7062,It,Joe Biden,PERSON
7063,CNN host S.E. Cupp,former Vice President Joe Biden,PERSON
7064,Cupp,Biden,PERSON
7065,Sen. Amy Klobuchar,Colorado Gov. John Hickenlooper,PERSON
7066,O’Rourke,Austin,PERSON
7067,the top Democrat,East Bay Rep. Eric Swalwell,PERSON
7068,former Vice President Joseph R. Biden Jr.,Mr. Trump,PERSON
7069,36 percent,Mr. Trump,PERSON
7070,he,Michigan,GPE
7071,Biden’s camp,China,GPE
7072,Leana Wen,Biden,PERSON
7073,I,Camille,PERSON
7074,The 20 candidates,Colorado Sen. Michael Bennet,PERSON
7075,The first televised debates,Montana Gov. Steve Bullock,PERSON
7076,which,Nevada,GPE
7077,Biden,Washington Gov. Jay Inslee,PERSON
7078,I,her husband Doug,PERSON
7079,You,John Cornyn,PERSON
7080,she,neither Kamala Harris,PERSON
7081,I,Pete,PERSON
7082,That,Mayor Pete,PERSON
7083,it,Kamala,GPE
7084,God,America,GPE
7085,both,former vice president Joe Biden,PERSON
7086,that,Trump,PERSON
7087,It,Yogi Berra,PERSON
7088,Former vice president Joe Biden,President Trump,PERSON
7089,Harris,Biden,PERSON
7090,The Bern,"
Via The Hill's Jonathan Easley",PERSON
7091,Biden,Warren,GPE
7092,"A $60,000 minimum",the U.S.,GPE
7093,Spanish goal keeper,"
18th Lesson",PERSON
7094,Golaha Beesha Nuux Maxamud,Jawaab Ka Bixiyey,PERSON
7095,We,Thomas Jefferson,PERSON
7096,Kim,Trump,PERSON
7097,it,Millard Fillmore,PERSON
7098,that,Washington,GPE
7099,Trump,Kim,PERSON
7100,Supporters,Ilhan Omar,PERSON
7101,I,Morton Kondracke,PERSON
7102,that,the America,GPE
7103,who,Biden,PERSON
7104,A general election Rasmussen Reports poll,Sen. Bernie Sanders,PERSON
7105,Leana Wen,Biden,PERSON
7106,Ely,Klobuchar,PERSON
7107,the debates,Klobuchar,GPE
7108,I,Jackie Chan,PERSON
7109,the dustup,Harris,PERSON
7110,none,Donald Trump,PERSON
7111,Trump,ABC News Chief Anchor George Stephanopoulos,PERSON
7112,that,Biden,PERSON
7113,"
Civil rights icon John Lewis",Biden,PERSON
7114,the Vermont senator's biggest worry,Biden,PERSON
7115,Their direct target,Obama,PERSON
7116,Julián Castro,Biden,PERSON
7117,You,President Obama,PERSON
7118,this president,more George Wallace,PERSON
7119,He,Mr. Trump,PERSON
7120,a white woman,Senator Kirsten Gillibrand,PERSON
7121,that,Trump,PERSON
7122,a fresh-faced Indiana mayor,Sen. Bernie Sanders,PERSON
7123,"
Civil rights icon John Lewis",Biden,PERSON
7124,the Vermont senator's biggest worry,Biden,PERSON
7125,The event,-agent Bryan Lourd,PERSON
7126,The recipient,Sen. James Eastland,PERSON
7127,presidential candidates,Joe Biden,PERSON
7128,He,MSNBC analyst Zerlina Maxwell,PERSON
7129,That,Senator Michael Bennet,PERSON
7130,The 14 candidates,former Vice President Joseph R. Biden Jr.,PERSON
7131,The 14 candidates,Senator Cory Booker,PERSON
7132,"
Civil rights icon John Lewis",Biden,PERSON
7133,the Vermont senator's biggest worry,Biden,PERSON
7134,I,Rich Lowry,PERSON
7135,who,Alexandria Ocasio-Cortez,PERSON
7136,You,Nancy Pelosi,PERSON
7137,Trump,Nancy Pelosi,PERSON
7138,somebody,the United States,GPE
7139,them,the United States,GPE
7140,The number,Biden,PERSON
7141,Jefferson,Adams,PERSON
7142,Americans,Adams,PERSON
7143,Trump,Chief Justice John Roberts,PERSON
7144,that,Jefferson,PERSON
7145,It,Abraham Lincoln,PERSON
7146,he,Christopher Waller,PERSON
7147,they,Scott Warren,PERSON
7148,that,downtown Washington,GPE
7149,The U.S. women’s national soccer team,England,GPE
7150,a fresh-faced Indiana mayor,Sen. Bernie Sanders,PERSON
7151,A courtside shoving,Mark Stevens,PERSON
7152,Marlon Brando,Sacheen Littlefeather,PERSON
7153,The Academy,Studi,GPE
7154,we,Nevada Sen. Jacky Rosen,PERSON
7155,The candidates' next stop,Nevada,GPE
7156,he,Hill,PERSON
7157,Trump,Kim,PERSON
7158,"
White House Leaks",Ilhan Omar,PERSON
7159,Biden,CNN's Chris Cuomo,PERSON
7160,Biden,progressive Sens. Bernie Sanders,PERSON
7161,his policies,Harris,PERSON
7162,who,Biden,PERSON
7163,advisers,Mr. Biden,PERSON
7164,She,former Vice President Joe Biden,PERSON
7165,Democratic leaders,House Speaker Nancy Pelosi,PERSON
7166,she,Sen. Cory Booker,PERSON
7167,She,former Rep. Beto O'Rourke,PERSON
7168,Biden,CNN's Chris Cuomo,PERSON
7169,he,Harris,PERSON
7170,The president,lawyer Eugene Scalia,PERSON
7171,Sanders,Biden,PERSON
7172,AOC,Bush,PERSON
7173,Clay,Hillary Clinton,PERSON
7174,Clay,Bush,PERSON
7175,Clay,fellow Congressman Russ Carnahan,PERSON
7176,Clay,Obama,GPE
7177,Trump,Kim,PERSON
7178,EU,Iran,GPE
7179,it,Clinton,PERSON
7180,some African American lawmakers,Biden,PERSON
7181,MITCH MCCONNELL,Josh Holmes,PERSON
7182,voters,Biden,PERSON
7183,We,Roy Moore,PERSON
7184,The [DCCC,to freshman Rep. Max Rose,PERSON
7185,Author,CEI’s Julian Simon Award,PERSON
7186,Oregon Gov. Kate Brown,Elizabeth Williamson,PERSON
7187,Accusations,Biden,PERSON
7188,It,Biden,PERSON
7189,whose real name,Malcolm Little,PERSON
7190,The state-run Saudi Press Agency,military spokesman Col. Turki al-Maliki,PERSON
7191,The U.S.,Iran,GPE
7192,a miscalculation,the U.S.,GPE
7193,job losses,Donald Trump,PERSON
7194,the polling average,Yang,PERSON
7195,Conservative columnist Matthew Walther,Yang,PERSON
7196,Evelyn,Andrew,PERSON
7197,Harris,Yang,PERSON
7198,Rogan,Yang,PERSON
7199,I,Yang,PERSON
7200,I,Yang,PERSON
7201,I,Yang,PERSON
7202,which,Evelyn,PERSON
7203,Evelyn,Netflix,PERSON
7204,I,Yang,PERSON
7205,I,Iowa,GPE
7206,America,Global Hawks,PERSON
7207,The state-run Saudi Press Agency,military spokesman Col. Turki al-Maliki,PERSON
7208,Trump,the U.S.,GPE
7209,a miscalculation,the U.S.,GPE
7210,The first 10 candidates,Massachusetts Sen. Elizabeth Warren,PERSON
7211,I,Bernie Sanders,PERSON
7212,it,Biden,PERSON
7213,He,President Donald Trump,PERSON
7214,Most,former Vice President Joe Biden,PERSON
7215,he,Sen. Kamala Harris,PERSON
7216,it,Harris,PERSON
7217,she,Biden,PERSON
7218,21%,Rebecca Buck,PERSON
7219,the nominee,Biden,PERSON
7220,that,both Trump,PERSON
7221,they,Biden,PERSON
7222,they,"Bernie pic.twitter.com/sN6AURdmBt
",PERSON
7223,Such a failure,the United States,GPE
7224,biggest,Senate Majority Leader Mitch McConnell,PERSON
7225,they,McConnell,PERSON
7226,Biden,segregationist Georgia Gov. Herman Talmadge,PERSON
7227,New York City Mayor Bill de Blasio,Biden,PERSON
7228,he,Sen. Kamala Harris,PERSON
7229,She,Beau,PERSON
7230,the vice president’s team,Sen. Harris,PERSON
7231,a fresh-faced Indiana mayor,Sen. Bernie Sanders,PERSON
7232,We,"
Associated Press writers Sara Burnett",PERSON
7233,who,Biden,PERSON
7234,a black female college student,Harris,PERSON
7235,She,Iowa,GPE
7236,"
+ Thomas Hobbes",Power,PERSON
7237,Trump,Ilhan Omar,PERSON
7238,Bubba,Lani Guinier,PERSON
7239,I,Donald Trump,PERSON
7240,He,a second rate Alan Simpson,PERSON
7241,Kellyanne Conway,Jewish reporter Andrew Feinberg,PERSON
7242,Chuck Schumer,John McCain,PERSON
7243,she,Trump,PERSON
7244,they,Anti-Semitic,PERSON
7245,Trump’s political role model,Richard Nixon,PERSON
7246,Trump,Jeffrey Epstein,PERSON
7247,they,Roger Stone,PERSON
7248,His most recent books,Bernie,PERSON
7249,they,Israel,GPE
7250,who,Israel,GPE
7251,who,Biden,PERSON
7252,we,Donald Trump,PERSON
7253,it,Biden,PERSON
7254,(Reuters) - Nineteen Democratic presidential candidates,Iowa,GPE
7255,the “electable” candidate,Joe Biden,PERSON
7256,that,Biden,PERSON
7257,NBC Nightly News anchor Lester Holt,anchor Savannah Guthrie,GPE
7258,The system,Warren,GPE
7259,Sen. Amy Klobuchar,Colorado Gov. John Hickenlooper,PERSON
7260,O’Rourke,Austin,PERSON
7261,the top Democrat,East Bay Rep. Eric Swalwell,PERSON
7262,you,[Julian] Castro,PERSON
7263,I,Julian Castro,PERSON
7264,Harris,Biden,PERSON
7265,he,Pulitzer Prize-winning food critic Jonathan Gold,PERSON
7266,latter,one but two Sweetgreens,PERSON
7267,only a white man,Donald Trump,PERSON
7268,Trump,Sen. Elizabeth Warren,PERSON
7269,Wednesday night’s lineup,former Congressman Beto O’Rourke,PERSON
7270,Thursday’s debate,Sens. Bernie Sanders,PERSON
7271,he,some Sunny Jay,PERSON
7272,it,Donald Trump,PERSON
7273,The criticism,Mr. Biden,PERSON
7274,you,Barack Obama,PERSON
7275,The GOP,Reagan,PERSON
7276,who,Obama,PERSON
7277,that,President Trump,PERSON
7278,The world’s largest automakers,President Trump,PERSON
7279,A letter,Mr. Trump,PERSON
7280,which,bipartisan pushback,PERSON
7281,that,Obama-Trump,PERSON
7282,he,E. Jean Carroll,PERSON
7283,Trump,Billy Bush,PERSON
7284,The DOJ,Tyson,PERSON
7285,three,Reagan,PERSON
7286,All this,Clinton,PERSON
7287,three,Reagan,PERSON
7288,All this,Clinton,PERSON
7289,the people,Nayib Bukele,PERSON
7290,it,Harris,PERSON
7291,it,Gabbard,PERSON
7292,we,Ted Cruz,PERSON
7293,one,Donald Trump,PERSON
7294,Biden,Hyde,PERSON
7295,who,Sen. Kamala Harris,PERSON
7296,Rep. Tulsi Gabbard,Sen. Kamala Harris,PERSON
7297,who,Harris,PERSON
7298,that,Barack Obama,PERSON
7299,Sen. Elizabeth Warren,Sen. Bernie Sanders,PERSON
7300,which,Biden,PERSON
7301,Round 1,Senator Kamala Harris,PERSON
7302,My name,Dwight Evans,PERSON
7303,You,Congressman Jerry Nadler,PERSON
7304,I,Timoney,PERSON
7305,It,John Perzel,PERSON
7306,one,Eric Schmidt,PERSON
7307,who,Bernie Sanders,PERSON
7308,Ms. Warren,Senator Bernie Sanders,PERSON
7309,Three,Mr. Booker,PERSON
7310,I,Lisa Lerer,PERSON
7311,His position,Mr. Biden,PERSON
7312,their rise,Bernie Sanders,PERSON
7313,I,Donald J. Trump,PERSON
7314,Trump,more George Wallace,PERSON
7315,that candidate,Biden,PERSON
7316,Sanders’s main impediment,Joe Biden,PERSON
7317,Sanders,Biden,PERSON
7318,he,lawyer Eugene Scalia,PERSON
7319,The federal trial judge,Christensen,PERSON
7320,he,Christensen,PERSON
7321,"Illinois
American warship",WASHINGTON,GPE
7322,Trump,Iran,GPE
7323,Trump,the United States,GPE
7324,Ex-Illinois student's life,PEORIA,GPE
7325,Epstein,"
NEW YORK",GPE
7326,Biden,President Donald Trump,PERSON
7327,supporters,Biden,PERSON
7328,President Trump,Joe Biden,PERSON
7329,Díaz-Balart,Trump,PERSON
7330,President Trump,John R. Bolton,PERSON
7331,A fight,Missouri,GPE
7332,which,pure Trump,PERSON
7333,Trump,"""crazy"" Vermont Sen. Bernie Sanders",PERSON
7334,him,Democratic front-runner Joe Biden,PERSON
7335,(June 12) AP,President Donald Trump,PERSON
7336,45%,Sen. Kamala Harris,PERSON
7337,Buttigieg,", then Harris",PERSON
7338,Trump,Biden,PERSON
7339,the President,former Vice President Joe Biden,PERSON
7340,Former Missouri Democratic Sen. Claire McCaskill,McConnell,PERSON
7341,The 20 candidates,Senator Michael Bennet,PERSON
7342,Cooper,Biden,PERSON
7343,it,Hillary Clinton,PERSON
7344,Former Vice President Joe Biden,Senator Cory Booker,PERSON
7345,we,Iran,GPE
7346,That,former Vice President Joe Biden,PERSON
7347,then-Chairwoman Debbie Wasserman-Schultz,Hillary Clinton,PERSON
7348,Trump,Biden,PERSON
7349,the president,Biden,PERSON
7350,Trump risks,Biden,PERSON
7351,President Trump,Joe Biden,PERSON
7352,Ricchetti,drugmakers Novartis,PERSON
7353,Trump,Joe Biden,PERSON
7354,him,Democratic front-runner Joe Biden,PERSON
7355,Trump,George Stephanopoulos,PERSON
7356,The President,Biden,PERSON
7357,The rebuke,Biden,PERSON
7358,Japanese forces,Pearl Harbor,PERSON
7359,This type,Bernie Sanders,PERSON
7360,the mainstream media,the Hunter Biden,PERSON
7361,California Senator Kamala Harris,Mr Biden,PERSON
7362,I,Joe Biden,PERSON
7363,"
Speaker",Mr Biden,PERSON
7364,Trump,Kim,PERSON
7365,Supporters,Ilhan Omar,PERSON
7366,Trump,Biden,PERSON
7367,his only challenger,Bill Weld,PERSON
7368,that,America,GPE
7369,Trump,Kim,PERSON
7370,EU,Iran,GPE
7371,Former Vice President Joe Biden,Massachusetts Rep. Seth Moulton,PERSON
7372,Pete Buttigieg,Rachel Maddow,PERSON
7373,which,pure Trump,PERSON
7374,Trump,"""crazy"" Vermont Sen. Bernie Sanders",PERSON
7375,him,Democratic front-runner Joe Biden,PERSON
7376,The President,Biden,PERSON
7377,"
Seattle Times",Bolton Frustrated,PERSON
7378,Some Democrats,Joe Biden’s,PERSON
7379,Some Democrats,Joe Biden’s,PERSON
7380,I,John Yang,PERSON
7381,we,America,GPE
7382,she,Biden,PERSON
7383,Biden deputy campaign manager Kate Bedingfield,Harris,PERSON
7384,Harris,Biden,PERSON
7385,"
Houston debate",Rep. Seth Moulton,PERSON
7386,Gillibrand,former Vice President Joe Biden,PERSON
7387,He,Biden,PERSON
7388,who,Biden,PERSON
7389,Obama,Biden,PERSON
7390,who,Biden,PERSON
7391,Opportunism,Harris,PERSON
7392,School busing,L.A.,GPE
7393,I,Biden,PERSON
7394,she,an Obama,GPE
7395,I,Biden,PERSON
7396,she,an Obama,GPE
7397,Bauman,Sanders supporter Kimberly Ellis,PERSON
7398,he,Ellis,PERSON
7399,That,former Vice President Joe Biden,PERSON
7400,then-Chairwoman Debbie Wasserman-Schultz,Hillary Clinton,PERSON
7401,The rain,West Des Moines-resident Traci Gordon,PERSON
7402,candidates,President Trump,PERSON
7403,Delaney campaign manager John Davis,Bloomberg,PERSON
7404,His campaign,Seth Moulton Discloses,PERSON
7405,Mike Gravel,former Vice President Joe Biden,PERSON
7406,The account,Biden,PERSON
7407,Cortez,Nancy Pelosi,PERSON
7408,Ilhan Omar,Hillary Clinton,PERSON
7409,Donald Trump,Joe Biden,PERSON
7410,Reuters,U.S. Senate Majority Leader Mitch McConnell,PERSON
7411,Britney Spears,"WORTH WATCHING
Seth Moulton",PERSON
7412,Discloses,Robert Mueller,PERSON
7413,He,Hillary Clinton,PERSON
7414,Trump,Asanoyama,GPE
7415,Trump,Japan,GPE
7416,it,President Trump,PERSON
7417,Trump,Harp,PERSON
7418,It,President Trump,PERSON
7419,that,America,GPE
7420,that,America,GPE
7421,You,[former Vice President Joe] Biden,PERSON
7422,A new national Quinnipiac University poll,Biden,PERSON
7423,Massachusetts Sen. Elizabeth Warren,South Bend Mayor Pete Buttigieg,PERSON
7424,she,Biden,PERSON
7425,Round,Sen. Kamala Harris,PERSON
7426,We,Donald Trump,PERSON
7427,He,Donald Trump,PERSON
7428,he,California,GPE
7429,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
7430,that,Japan,GPE
7431,he,the U.S.,GPE
7432,The Trump administration,Japan,GPE
7433,recent missile tests,President Trump,PERSON
7434,U.N. Security Council resolutions,North Korea,GPE
7435,Biden,Kim,PERSON
7436,North Korea,Biden,PERSON
7437,Trump,the U.S.,GPE
7438,The tests,Japan,GPE
7439,Abe,Iran,GPE
7440,the two leaders,Iran,GPE
7441,A recent poll,Biden,PERSON
7442,the same poll,de Blasio,PERSON
7443,quot;I&apos;ll,you&apos;re,PERSON
7444,Pelosi,House Speaker Nancy Pelosi,PERSON
7445,150,Elizabeth Warren,PERSON
7446,Kavanaugh,Anthony Kennedy,PERSON
7447,Voters,Republican state Rep. Fred Keller,PERSON
7448,The House Judiciary Committee,Hope Hicks,PERSON
7449,it,Emanuel,PERSON
7450,this president,more George Wallace,PERSON
7451,He,Mr. Trump,PERSON
7452,a white woman,Senator Kirsten Gillibrand,PERSON
7453,that,Trump,PERSON
7454,she,Biden,PERSON
7455,candidate,America,GPE
7456,President Trump,Betsy DeVos,PERSON
7457,The top seven candidates,Biden,PERSON
7458,Co,Alexis Simendinger,PERSON
7459,Democrats,McConnell,PERSON
7460,he,President Donald Trump,PERSON
7461,it,Joe Biden,PERSON
7462,TV’s “Rising” program,Housing and Urban Development Secretary Ben Carson,PERSON
7463,That lone front-running candidate,Massachusetts Senator Elizabeth Warren,PERSON
7464,"
Warren",Vermont Senator Bernie Sanders,PERSON
7465,The other candidates,Washington Governor Jay Inslee,PERSON
7466,The other candidates,Ohio rep Tim Ryan,PERSON
7467,Trump,Kim,PERSON
7468,which,Iran,GPE
7469,that,Tehran,GPE
7470,Trump,Kim,PERSON
7471,It,"WORTH WATCHING
Brad Pitt",PERSON
7472,that,former FBI Director James Comey,PERSON
7473,Mr. Grassley,Mr. Lighthizer,PERSON
7474,Mr. Trump,Mr. Grassley,PERSON
7475,Mr. Pence,the United States,GPE
7476,Mueller,Trump,PERSON
7477,Comey,Mueller,PERSON
7478,Recent related news,Japan's Prime Minister Shinzo Abe,PERSON
7479,he,former Vice President Joe Biden,PERSON
7480,he,Swampman Joe Biden,PERSON
7481,He,murderous dictator Kim Jong Un,PERSON
7482,He,murderous dictator Kim Jong Un,PERSON
7483,Mr. Grassley,Mr. Lighthizer,PERSON
7484,Mr. Trump,Mr. Grassley,PERSON
7485,Mr. Pence,the United States,GPE
7486,he,former Vice President Joe Biden,PERSON
7487,The group's president,Biden,PERSON
7488,who,Biden,PERSON
7489,Obama,Biden,PERSON
7490,I,Joe Biden,PERSON
7491,Joe Biden,Donald Trump,PERSON
7492,Trump,Pennsylvania,GPE
7493,who,Mr. Biden,PERSON
7494,it,Mexico,GPE
7495,who,McConnell,PERSON
7496,Its Democratic governor,John Bel Edwards,PERSON
7497,what,Nancy Pelosi,PERSON
7498,another Republican voter,former attorney general Eric H. Holder Jr.,PERSON
7499,Meghan McCain,President Trump,PERSON
7500,She,President Trump,PERSON
7501,President Donald Trump,Senator John McCain,PERSON
7502,Trump,McCain,PERSON
7503,She,President Trump,PERSON
7504,One,Matthew Charles,PERSON
7505,Democratic presidential candidate Pete Buttigieg,President Donald Trump,PERSON
